ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
kisedje-728_beat-1,,kisedje,728_beat,k u r a,k u r a,,,,163,,,
tapayuna-728_beat-1,,tapayuna,728_beat,k u r a,k u r a,,,,163,,,
parkateje-250_kill-1,,parkateje,250_kill,k ô r a,k ô r a,,,,947,,,
parkateje-728_beat-1,,parkateje,728_beat,k ô r a n,k ô r a n,,,,163,,,
canelakraho-250_kill-1,,canelakraho,250_kill,k u r a,k u r a,,,,947,,,
canelakraho-728_beat-2,,canelakraho,728_beat,k u r a n,k u r a n,,,,163,,,
gaviaopyhcopji-728_beat-2,,gaviaopyhcopji,728_beat,k o̤ː r a,k o̤ː r a,,,,163,,,
gaviaopyhcopji-728_beat-3,,gaviaopyhcopji,728_beat,k o̤ː r a n,k o̤ː r a n,,,,163,,,
mebengokre-929_evening-1,,mebengokre,929_evening,p a r a,p a r a,,,,603,,,
kisedje-929_evening-1,,kisedje,929_evening,h w a r a,h w a r a,,,,603,,,
tapayuna-929_evening-1,,tapayuna,929_evening,h w a r a,h w a r a,,,,603,,,
tapayuna-929_evening-2,,tapayuna,929_evening,h w a r,h w a r,,,,603,,,
gaviaopyhcopji-929_evening-1,,gaviaopyhcopji,929_evening,p a r a ʔ + k ə̃ m,p a r a ʔ + k ə̃ m,,,,603,,,
mebengokre-1362_dusk-1,,mebengokre,1362_dusk,p a r a,p a r a,,,,549,,,
kisedje-1362_dusk-1,,kisedje,1362_dusk,h w a r a,h w a r a,,,,549,,,
tapayuna-1362_dusk-1,,tapayuna,1362_dusk,h w a r a,h w a r a,,,,549,,,
tapayuna-1362_dusk-2,,tapayuna,1362_dusk,h w a r,h w a r,,,,549,,,
gaviaopyhcopji-1362_dusk-1,,gaviaopyhcopji,1362_dusk,p a r a ʔ + k ə̃ m,p a r a ʔ + k ə̃ m,,,,549,,,
mebengokre-49_big-1,,mebengokre,49_big,r a c,r a c,,,,194,,,
apinaye-49_big-1,,apinaye,49_big,r a c,r a c,,,,194,,,
canelakraho-49_big-1,,canelakraho,49_big,r a t + t i,r a t + t i,,,,194,,,
gaviaopyhcopji-49_big-1,,gaviaopyhcopji,49_big,r a t,r a t,,,,194,,,
mebengokre-1058_reddeer-1,,mebengokre,1058_reddeer,k a r ə,k a r ə,,,,1391,,,
apinaye-1058_reddeer-1,,apinaye,1058_reddeer,k a r ə,k a r ə,,,,1391,,,
kisedje-1058_reddeer-1,,kisedje,1058_reddeer,k a r ə,k a r ə,,,,1391,,,
parkateje-1058_reddeer-1,,parkateje,1058_reddeer,k a r ə j + r e,k a r ə j + r e,,,,1391,,,
canelakraho-1058_reddeer-1,,canelakraho,1058_reddeer,k a r ə,k a r ə,,,,1391,,,
gaviaopyhcopji-1058_reddeer-1,,gaviaopyhcopji,1058_reddeer,k a r ə,k a r ə,,,,1391,,,
apinaye-369_saliva-1,,apinaye,369_saliva,j a + r ə,j a + r ə,,,,1458,,,
tapayuna-369_saliva-1,,tapayuna,369_saliva,j a + r ə,j a + r ə,,,,1458,,,
parkateje-626_drooling-1,,parkateje,626_drooling,j a r a + r ə̂ + t i,j a r a + r ə̂ + t i,,,,536,,,
canelakraho-369_saliva-1,,canelakraho,369_saliva,j a r + r ə,j a r + r ə,,,,1458,,,
canelakraho-369_saliva-2,,canelakraho,369_saliva,j a r i + r ə,j a r i + r ə,,,,1458,,,
mebengokre-965_torch-1,,mebengokre,965_torch,r ə r ə,r ə r ə,,,,1830,,,
parkateje-965_torch-1,,parkateje,965_torch,r ə r,r ə r,,,,1830,,,
canelakraho-965_torch-1,,canelakraho,965_torch,r ə r,r ə r,,,,1830,,,
mebengokre-570_aroeiramix-1,,mebengokre,570_aroeiramix,r ə m,r ə m,,,,78,,,
apinaye-570_aroeiramix-1,,apinaye,570_aroeiramix,r ə m,r ə m,,,,78,,,
kisedje-570_aroeiramix-1,,kisedje,570_aroeiramix,r o m,r o m,,,,78,,,
parkateje-570_aroeiramix-1,,parkateje,570_aroeiramix,r ə m,r ə m,,,,78,,,
canelakraho-570_aroeiramix-1,,canelakraho,570_aroeiramix,r ə m,r ə m,,,,78,,,
mebengokre-675_resin-1,,mebengokre,675_resin,r ə m,r ə m,,,,1404,,,
apinaye-675_resin-1,,apinaye,675_resin,r ə m,r ə m,,,,1404,,,
kisedje-675_resin-1,,kisedje,675_resin,r o m,r o m,,,,1404,,,
parkateje-675_resin-1,,parkateje,675_resin,r ə m,r ə m,,,,1404,,,
canelakraho-675_resin-1,,canelakraho,675_resin,r ə m,r ə m,,,,1404,,,
mebengokre-506_yellow-1,,mebengokre,506_yellow,r ə r ə r,r ə r ə r,,,,1998,,,
apinaye-506_yellow-1,,apinaye,506_yellow,r ə r ə r,r ə r ə r,,,,1998,,,
kisedje-506_yellow-1,,kisedje,506_yellow,r ə r ə r,r ə r ə r,,,,1998,,,
parkateje-1375_dawn-1,,parkateje,1375_dawn,a w + r ə r ə r,a w + r ə r ə r,,,,483,,,
canelakraho-1298_earlyinthemorning-1,,canelakraho,1298_earlyinthemorning,r əː r ə,r əː r ə,,,,554,,,
gaviaopyhcopji-1298_earlyinthemorning-1,,gaviaopyhcopji,1298_earlyinthemorning,r əː r əː,r əː r əː,,,,554,,,
mebengokre-973_orange-1,,mebengokre,973_orange,r ə r ə r,r ə r ə r,,,,1202,,,
apinaye-973_orange-1,,apinaye,973_orange,r ə r ə r,r ə r ə r,,,,1202,,,
kisedje-973_orange-1,,kisedje,973_orange,r ə r ə r,r ə r ə r,,,,1202,,,
mebengokre-923_seem-1,,mebengokre,923_seem,p y r ə k,p y r ə k,,,,1497,,,
apinaye-923_seem-1,,apinaye,923_seem,p y r ə k,p y r ə k,,,,1497,,,
kisedje-923_seem-1,,kisedje,923_seem,w y r ə k,w y r ə k,,,,1497,,,
parkateje-923_seem-1,,parkateje,923_seem,p u r a k,p u r a k,,,,1497,,,
canelakraho-923_seem-1,,canelakraho,923_seem,p y r ə k,p y r ə k,,,,1497,,,
gaviaopyhcopji-923_seem-1,,gaviaopyhcopji,923_seem,p ə̤ r ə k,p ə̤ r ə k,,,,1497,,,
mebengokre-174_flower-1,,mebengokre,174_flower,r ə̃,r ə̃,,,,683,,,
apinaye-174_flower-1,,apinaye,174_flower,r ə̃,r ə̃,,,,683,,,
kisedje-174_flower-1,,kisedje,174_flower,r ə̃,r ə̃,,,,683,,,
tapayuna-174_flower-1,,tapayuna,174_flower,r ə̃,r ə̃,,,,683,,,
parkateje-174_flower-1,,parkateje,174_flower,r ə̃,r ə̃,,,,683,,,
canelakraho-174_flower-1,,canelakraho,174_flower,r ə̃,r ə̃,,,,683,,,
gaviaopyhcopji-174_flower-1,,gaviaopyhcopji,174_flower,r ə̃,r ə̃,,,,683,,,
mebengokre-1138_babyfish-1,,mebengokre,1138_babyfish,t e p + r ə̃ + r e,t e p + r ə̃ + r e,,,,106,,,
apinaye-1138_babyfish-1,,apinaye,1138_babyfish,rə̃,rə̃,,,,105,,,
parkateje-1138_babyfish-1,,parkateje,1138_babyfish,rə̃,rə̃,,,,105,,,
mebengokre-447_thunder-1,,mebengokre,447_thunder,r ə̃ r ə̃ k,r ə̃ r ə̃ k,,,,1800,,,
parkateje-1476_step-1,,parkateje,1476_step,r ə̃ r ə̃ k,r ə̃ r ə̃ k,,,,1676,,,
canelakraho-447_thunder-1,,canelakraho,447_thunder,j ə w + r ə̃ː r ə̃ k,j ə w + r ə̃ː r ə̃ k,,,,1800,,,
gaviaopyhcopji-447_thunder-1,,gaviaopyhcopji,447_thunder,r ə̃ː r ə̃ k,r ə̃ː r ə̃ k,,,,1800,,,
mebengokre-1244_already-1,,mebengokre,1244_already,a r ə̂ m,a r ə̂ m,,,,42,,,
apinaye-1244_already-1,,apinaye,1244_already,r a,r a,,,,42,,,
kisedje-1244_already-1,,kisedje,1244_already,a r ə̂,a r ə̂,,,,42,,,
tapayuna-1244_already-1,,tapayuna,1244_already,a r ə̂,a r ə̂,,,,42,,,
parkateje-1244_already-1,,parkateje,1244_already,r ə̂,r ə̂,,,,42,,,
canelakraho-1244_already-1,,canelakraho,1244_already,r ə̂,r ə̂,,,,42,,,
gaviaopyhcopji-1244_already-1,,gaviaopyhcopji,1244_already,r y ʔ + m ə̃,r y ʔ + m ə̃,,,,43,,,
mebengokre-404_smooth-1,,mebengokre,404_smooth,k u r û,k u r û,,,,1592,,,
apinaye-404_smooth-1,,apinaye,404_smooth,k u r ə̂,k u r ə̂,,,,1592,,,
parkateje-404_smooth-1,,parkateje,404_smooth,k u r ə̂,k u r ə̂,,,,1592,,,
canelakraho-404_smooth-1,,canelakraho,404_smooth,k u w r ə̂,k u w r ə̂,,,,1592,,,
gaviaopyhcopji-404_smooth-1,,gaviaopyhcopji,404_smooth,k o̤ː r y,k o̤ː r y,,,,1592,,,
mebengokre-1348_light-1,,mebengokre,1348_light,k a r y r,k a r y r,,,,994,,,
mebengokre-1524_skininfection-1,,mebengokre,1524_skininfection,k a r y r,k a r y r,,,,1563,,,
apinaye-813_bright-1,,apinaye,813_bright,k a r ə̂ r,k a r ə̂ r,,,,252,,,
kisedje-1344_transparent-1,,kisedje,1344_transparent,k a r y r,k a r y r,,,,1844,,,
tapayuna-1344_transparent-1,,tapayuna,1344_transparent,k a r ə̂ r,k a r ə̂ r,,,,1844,,,
parkateje-813_bright-1,,parkateje,813_bright,k a r y r,k a r y r,,,,252,,,
mebengokre-272_long-1,,mebengokre,272_long,r y,r y,,,,1040,,,
apinaye-272_long-1,,apinaye,272_long,r y,r y,,,,1040,,,
kisedje-272_long-1,,kisedje,272_long,r y,r y,,,,1040,,,
tapayuna-272_long-1,,tapayuna,272_long,r y + c i + r e,r y + c i + r e,,,,1041,,,
tapayuna-272_long-2,,tapayuna,272_long,r y k,r y k,,,,1040,,,
canelakraho-272_long-1,,canelakraho,272_long,r y,r y,,,,1040,,,
gaviaopyhcopji-272_long-1,,gaviaopyhcopji,272_long,r ə̤ː ʔ + t e,r ə̤ː ʔ + t e,,,,1041,,,
mebengokre-773_anaconda-1,,mebengokre,773_anaconda,r o + t i,r o + t i,,,,46,,,
apinaye-773_anaconda-1,,apinaye,773_anaconda,r o + t i,r o + t i,,,,46,,,
apinaye-773_anaconda-2,,apinaye,773_anaconda,r o ʔ + t i,r o ʔ + t i,,,,46,,,
kisedje-773_anaconda-1,,kisedje,773_anaconda,r o + c i,r o + c i,,,,46,,,
parkateje-773_anaconda-1,,parkateje,773_anaconda,r o + t i,r o + t i,,,,46,,,
canelakraho-773_anaconda-1,,canelakraho,773_anaconda,r o ʔ + t i,r o ʔ + t i,,,,46,,,
gaviaopyhcopji-773_anaconda-1,,gaviaopyhcopji,773_anaconda,r o ʔ + t e,r o ʔ + t e,,,,46,,,
mebengokre-980_ounce-1,,mebengokre,980_ounce,r o p,r o p,,,,1209,,,
kisedje-980_ounce-1,,kisedje,980_ounce,r o p,r o p,,,,1209,,,
tapayuna-980_ounce-1,,tapayuna,980_ounce,r o p,r o p,,,,1209,,,
parkateje-980_ounce-1,,parkateje,980_ounce,r o p,r o p,,,,1209,,,
canelakraho-980_ounce-1,,canelakraho,980_ounce,r o p,r o p,,,,1209,,,
gaviaopyhcopji-980_ounce-1,,gaviaopyhcopji,980_ounce,r o p,r o p,,,,1209,,,
mebengokre-1163_nasalmucus-1,,mebengokre,1163_nasalmucus,ñ i j a r o p,ñ i j a r o p,,,,1157,,,
apinaye-1163_nasalmucus-1,,apinaye,1163_nasalmucus,j a r o p,j a r o p,,,,1157,,,
apinaye-1163_nasalmucus-2,,apinaye,1163_nasalmucus,ñ i j a r o p,ñ i j a r o p,,,,1157,,,
canelakraho-1163_nasalmucus-1,,canelakraho,1163_nasalmucus,j ĩ j a r o p,j ĩ j a r o p,,,,1157,,,
gaviaopyhcopji-1163_nasalmucus-1,,gaviaopyhcopji,1163_nasalmucus,j ẽ̤ j a r o p,j ẽ̤ j a r o p,,,,1157,,,
mebengokre-622_weak-1,,mebengokre,622_weak,p r o r,p r o r,,,,1930,,,
apinaye-883_sliceofmeat-1,,apinaye,883_sliceofmeat,ñ i + p r o r,ñ i + p r o r,,,,1570,,,
parkateje-439_thin-1,,parkateje,439_thin,p u r o r + r e,p u r o r + r e,,,,1776,,,
canelakraho-439_thin-1,,canelakraho,439_thin,p u r o r,p u r o r,,,,1776,,,
gaviaopyhcopji-439_thin-1,,gaviaopyhcopji,439_thin,p o̤ r oː + r e,p o̤ r oː + r e,,,,1776,,,
mebengokre-1533_frail-1,,mebengokre,1533_frail,p r o r,p r o r,,,,707,,,
parkateje-439_thin-2,,parkateje,439_thin,p u r o r + r e,p u r o r + r e,,,,1776,,,
canelakraho-439_thin-2,,canelakraho,439_thin,p u r o r,p u r o r,,,,1776,,,
gaviaopyhcopji-439_thin-2,,gaviaopyhcopji,439_thin,p o̤ r oː + r e,p o̤ r oː + r e,,,,1776,,,
mebengokre-788_palmtreeastrocaryumvulgare-1,,mebengokre,788_palmtreeastrocaryumvulgare,r o ñ,r o ñ,,,,1235,,,
apinaye-1371_palmtreecrocomiaaculeata-1,,apinaye,1371_palmtreecrocomiaaculeata,r o ñ,r o ñ,,,,1236,,,
apinaye-1371_palmtreecrocomiaaculeata-2,,apinaye,1371_palmtreecrocomiaaculeata,r õ ñ,r õ ñ,,,,1236,,,
parkateje-788_palmtreeastrocaryumvulgare-1,,parkateje,788_palmtreeastrocaryumvulgare,r o n + t i,r o n + t i,,,,1235,,,
canelakraho-788_palmtreeastrocaryumvulgare-1,,canelakraho,788_palmtreeastrocaryumvulgare,r õ n + r e,r õ n + r e,,,,1235,,,
canelakraho-788_palmtreeastrocaryumvulgare-2,,canelakraho,788_palmtreeastrocaryumvulgare,r õ n + t i,r õ n + t i,,,,1235,,,
gaviaopyhcopji-1371_palmtreecrocomiaaculeata-1,,gaviaopyhcopji,1371_palmtreecrocomiaaculeata,r o n + h ə k,r o n + h ə k,,,,1236,,,
gaviaopyhcopji-1371_palmtreecrocomiaaculeata-2,,gaviaopyhcopji,1371_palmtreecrocomiaaculeata,r ə n + h ə k,r ə n + h ə k,,,,1236,,,
mebengokre-1527_image-1,,mebengokre,1527_image,k a r õ,k a r õ,,,,893,,,
apinaye-1527_image-1,,apinaye,1527_image,k a r õ,k a r õ,,,,893,,,
kisedje-1527_image-1,,kisedje,1527_image,k a r õ,k a r õ,,,,893,,,
tapayuna-1527_image-1,,tapayuna,1527_image,k a r õ,k a r õ,,,,893,,,
parkateje-1527_image-1,,parkateje,1527_image,k a r õ,k a r õ,,,,893,,,
canelakraho-1527_image-1,,canelakraho,1527_image,k a r õ,k a r õ,,,,893,,,
gaviaopyhcopji-1527_image-1,,gaviaopyhcopji,1527_image,k a r õː,k a r õː,,,,893,,,
mebengokre-1286_spirit-1,,mebengokre,1286_spirit,k a r õ,k a r õ,,,,1645,,,
apinaye-1286_spirit-1,,apinaye,1286_spirit,k a r õ,k a r õ,,,,1645,,,
kisedje-1286_spirit-1,,kisedje,1286_spirit,k a r õ,k a r õ,,,,1645,,,
tapayuna-1286_spirit-1,,tapayuna,1286_spirit,k a r õ,k a r õ,,,,1645,,,
parkateje-1286_spirit-1,,parkateje,1286_spirit,k a r õ,k a r õ,,,,1645,,,
canelakraho-1286_spirit-1,,canelakraho,1286_spirit,k a r õ,k a r õ,,,,1645,,,
gaviaopyhcopji-1286_spirit-1,,gaviaopyhcopji,1286_spirit,k a r õː,k a r õː,,,,1645,,,
mebengokre-1550_snore-1,,mebengokre,1550_snore,k a r õ r õ,k a r õ r õ,,,,1607,,,
apinaye-1550_snore-1,,apinaye,1550_snore,k a r õ r õ,k a r õ r õ,,,,1607,,,
tapayuna-1550_snore-1,,tapayuna,1550_snore,k a r õ r õ,k a r õ r õ,,,,1607,,,
parkateje-1550_snore-1,,parkateje,1550_snore,k a r õ r,k a r õ r,,,,1607,,,
parkateje-1550_snore-2,,parkateje,1550_snore,k a r õ r õ,k a r õ r õ,,,,1607,,,
canelakraho-861_sniff-3,,canelakraho,861_sniff,k a r õ r õ,k a r õ r õ,,,,1606,,,
canelakraho-779_grunt-1,,canelakraho,779_grunt,k a r õ r õ,k a r õ r õ,,,,785,,,
gaviaopyhcopji-1550_snore-1,,gaviaopyhcopji,1550_snore,k a r õː r õː,k a r õː r õː,,,,1607,,,
mebengokre-603_coconut-1,,mebengokre,603_coconut,r õ n,r õ n,,,,379,,,
apinaye-603_coconut-1,,apinaye,603_coconut,r õ r,r õ r,,,,379,,,
parkateje-603_coconut-1,,parkateje,603_coconut,r õ + t i,r õ + t i,,,,380,,,
mebengokre-982_pregnant-1,,mebengokre,982_pregnant,t u + j a r ô,t u + j a r ô,,,,1341,,,
apinaye-982_pregnant-2,,apinaye,982_pregnant,j a r ô,j a r ô,,,,1341,,,
apinaye-982_pregnant-3,,apinaye,982_pregnant,t u + j a r ô,t u + j a r ô,,,,1341,,,
apinaye-294_mountain-1,,apinaye,294_mountain,a k r ə̃ + j a r ô,a k r ə̃ + j a r ô,,,,1126,,,
kisedje-982_pregnant-2,,kisedje,982_pregnant,ṭ u + j a r ô,ṭ u + j a r ô,,,,1341,,,
parkateje-887_arched-1,,parkateje,887_arched,j a r ô,j a r ô,,,,64,,,
canelakraho-1282_curved-1,,canelakraho,1282_curved,j a r ô,j a r ô,,,,447,,,
gaviaopyhcopji-1282_curved-1,,gaviaopyhcopji,1282_curved,j a r uː + r e,j a r uː + r e,,,,447,,,
kisedje-146_face-1,,kisedje,146_face,ŋ/g e r ô,ŋ/g e r ô,,,,612,,,
parkateje-146_face-1,,parkateje,146_face,k r e r ô,k r e r ô,,,,612,,,
canelakraho-146_face-2,,canelakraho,146_face,kʰ r ẽ r ô,kʰ r ẽ r ô,,,,612,,,
gaviaopyhcopji-146_face-2,,gaviaopyhcopji,146_face,kʰ r e r u,kʰ r e r u,,,,612,,,
mebengokre-957_termitemound-1,,mebengokre,957_termitemound,r ô r ô,r ô r ô,,,,1768,,,
apinaye-957_termitemound-1,,apinaye,957_termitemound,r ô r,r ô r,,,,1768,,,
tapayuna-957_termitemound-1,,tapayuna,957_termitemound,r ô r ô,r ô r ô,,,,1768,,,
parkateje-957_termitemound-1,,parkateje,957_termitemound,r ô r,r ô r,,,,1768,,,
canelakraho-957_termitemound-1,,canelakraho,957_termitemound,r ô r,r ô r,,,,1768,,,
canelakraho-957_termitemound-2,,canelakraho,957_termitemound,r ô r ô t + r e,r ô r ô t + r e,,,,1768,,,
gaviaopyhcopji-957_termitemound-1,,gaviaopyhcopji,957_termitemound,r uː r u t + r e,r uː r u t + r e,,,,1768,,,
mebengokre-148_fall-1,,mebengokre,148_fall,r ô r ô k,r ô r ô k,,,,616,,,
apinaye-148_fall-1,,apinaye,148_fall,r ô r ô k,r ô r ô k,,,,616,,,
parkateje-574_fishingplace-1,,parkateje,574_fishingplace,r ô r ô k + c ə,r ô r ô k + c ə,,,,672,,,
canelakraho-148_fall-1,,canelakraho,148_fall,r ô r ô k,r ô r ô k,,,,616,,,
gaviaopyhcopji-148_fall-1,,gaviaopyhcopji,148_fall,r uː r u k,r uː r u k,,,,616,,,
mebengokre-727_descend-1,,mebengokre,727_descend,r ô r ô k,r ô r ô k,,,,493,,,
apinaye-727_descend-1,,apinaye,727_descend,r ô r ô k,r ô r ô k,,,,493,,,
canelakraho-727_descend-1,,canelakraho,727_descend,r ô r ô k,r ô r ô k,,,,493,,,
gaviaopyhcopji-727_descend-1,,gaviaopyhcopji,727_descend,r uː r u k,r uː r u k,,,,493,,,
mebengokre-415_squeeze-3,,mebengokre,415_squeeze,k a r ô t,k a r ô t,,,,1655,,,
apinaye-1339_strive-1,,apinaye,1339_strive,karôt,karôt,,,,1705,,,
canelakraho-1339_strive-1,,canelakraho,1339_strive,karôt,karôt,,,,1705,,,
mebengokre-1506_emberbill-1,,mebengokre,1506_emberbill,c u r u r,c u r u r,,,,583,,,
apinaye-1506_emberbill-1,,apinaye,1506_emberbill,c ô r ô r + r e,c ô r ô r + r e,,,,583,,,
parkateje-1506_emberbill-1,,parkateje,1506_emberbill,c ô r ô r + t i,c ô r ô r + t i,,,,583,,,
canelakraho-1506_emberbill-1,,canelakraho,1506_emberbill,c ô r ô r ô + t i,c ô r ô r ô + t i,,,,583,,,
mebengokre-907_dump-1,,mebengokre,907_dump,r u,r u,,,,548,,,
apinaye-907_dump-1,,apinaye,907_dump,r u,r u,,,,548,,,
kisedje-907_dump-1,,kisedje,907_dump,r u,r u,,,,548,,,
tapayuna-907_dump-1,,tapayuna,907_dump,r u,r u,,,,548,,,
parkateje-907_dump-1,,parkateje,907_dump,r u,r u,,,,548,,,
canelakraho-907_dump-1,,canelakraho,907_dump,r u,r u,,,,548,,,
gaviaopyhcopji-907_dump-1,,gaviaopyhcopji,907_dump,r o̤,r o̤,,,,548,,,
mebengokre-978_pour-3,,mebengokre,978_pour,r u ñ,r u ñ,,,,1336,,,
apinaye-978_pour-3,,apinaye,978_pour,r u n,r u n,,,,1336,,,
kisedje-978_pour-1,,kisedje,978_pour,r u n,r u n,,,,1336,,,
tapayuna-978_pour-1,,tapayuna,978_pour,r u j,r u j,,,,1336,,,
parkateje-978_pour-1,,parkateje,978_pour,r u r,r u r,,,,1336,,,
mebengokre-49_big-2,,mebengokre,49_big,r ũ ñ,r ũ ñ,,,,195,,,
apinaye-49_big-2,,apinaye,49_big,r ũ ñ,r ũ ñ,,,,195,,,
parkateje-49_big-1,,parkateje,49_big,r ũ n + t i,r ũ n + t i,,,,195,,,
gaviaopyhcopji-49_big-2,,gaviaopyhcopji,49_big,r õ̤ n,r õ̤ n,,,,195,,,
mebengokre-1129_rib-1,,mebengokre,1129_rib,r w ə̂ + ʔ i,r w ə̂ + ʔ i,,,,1411,,,
apinaye-1129_rib-1,,apinaye,1129_rib,v r ə̂,v r ə̂,,,,1409,,,
apinaye-1129_rib-2,,apinaye,1129_rib,v r y + ʔ i,v r y + ʔ i,,,,1411,,,
canelakraho-1129_rib-1,,canelakraho,1129_rib,j i + w r ə̂ ʔ + h i,j i + w r ə̂ ʔ + h i,,,,1411,,,
mebengokre-727_descend-2,,mebengokre,727_descend,r û,r û,,,,497,,,
mebengokre-727_descend-3,,mebengokre,727_descend,r w ə̂,r w ə̂,,,,494,,,
mebengokre-727_descend-4,,mebengokre,727_descend,r w ə̂ k,r w ə̂ k,,,,494,,,
apinaye-727_descend-2,,apinaye,727_descend,v r ə̂,v r ə̂,,,,496,,,
apinaye-727_descend-3,,apinaye,727_descend,v r ə̂ k,v r ə̂ k,,,,496,,,
kisedje-727_descend-1,,kisedje,727_descend,r w ə̂,r w ə̂,,,,494,,,
kisedje-727_descend-2,,kisedje,727_descend,r w ə̂ k,r w ə̂ k,,,,494,,,
tapayuna-727_descend-1,,tapayuna,727_descend,r w ə̂,r w ə̂,,,,494,,,
tapayuna-727_descend-2,,tapayuna,727_descend,r w ə̂ t,r w ə̂ t,,,,494,,,
parkateje-1512_rainnoun-1,,parkateje,1512_rainnoun,a + w r ə̂,a + w r ə̂,,,,1378,,,
parkateje-941_winter-2,,parkateje,941_winter,a + w r ə̂,a + w r ə̂,,,,1970,,,
canelakraho-727_descend-2,,canelakraho,727_descend,w r ə̂,w r ə̂,,,,496,,,
gaviaopyhcopji-1395_rainverb-1,,gaviaopyhcopji,1395_rainverb,r y,r y,,,,1379,,,
mebengokre-1024_abandon-1,,mebengokre,1024_abandon,ñ i + r e,ñ i + r e,,,,17,,,
mebengokre-1024_abandon-2,,mebengokre,1024_abandon,ñ i + r e r,ñ i + r e r,,,,17,,,
apinaye-1024_abandon-1,,apinaye,1024_abandon,r e,r e,,,,15,,,
parkateje-888_floatdown-1,,parkateje,888_floatdown,r e,r e,,,,679,,,
parkateje-1024_abandon-1,,parkateje,1024_abandon,r e n,r e n,,,,15,,,
canelakraho-1024_abandon-1,,canelakraho,1024_abandon,r e,r e,,,,15,,,
parkateje-808_surpass-1,,parkateje,808_surpass,r e,r e,,,,1719,,,
mebengokre-422_straight-2,,mebengokre,422_straight,k a j + r e r,k a j + r e r,,,,1699,,,
parkateje-422_straight-1,,parkateje,422_straight,k a j + r e r,k a j + r e r,,,,1699,,,
canelakraho-422_straight-2,,canelakraho,422_straight,k a j + r e r + t i,k a j + r e r + t i,,,,1699,,,
mebengokre-1307_soft-1,,mebengokre,1307_soft,r e r e k,r e r e k,,,,1610,,,
apinaye-1307_soft-1,,apinaye,1307_soft,r e r e k,r e r e k,,,,1610,,,
apinaye-1307_soft-2,,apinaye,1307_soft,r e r e,r e r e,,,,1610,,,
kisedje-1337_quagmire-1,,kisedje,1337_quagmire,a + r e r e k,a + r e r e k,,,,1371,,,
parkateje-1307_soft-1,,parkateje,1307_soft,r e r e k,r e r e k,,,,1610,,,
canelakraho-1307_soft-1,,canelakraho,1307_soft,r e r e k,r e r e k,,,,1610,,,
gaviaopyhcopji-1307_soft-1,,gaviaopyhcopji,1307_soft,r eː r e k,r eː r e k,,,,1610,,,
mebengokre-1098_meatbehindtheribs-1,,mebengokre,1098_meatbehindtheribs,r e r e k,r e r e k,,,,1087,,,
apinaye-1098_meatbehindtheribs-1,,apinaye,1098_meatbehindtheribs,r e r e k,r e r e k,,,,1087,,,
apinaye-1098_meatbehindtheribs-2,,apinaye,1098_meatbehindtheribs,r e r e,r e r e,,,,1087,,,
parkateje-1098_meatbehindtheribs-1,,parkateje,1098_meatbehindtheribs,r e r e k,r e r e k,,,,1087,,,
canelakraho-1098_meatbehindtheribs-1,,canelakraho,1098_meatbehindtheribs,r e r e k,r e r e k,,,,1087,,,
gaviaopyhcopji-1098_meatbehindtheribs-1,,gaviaopyhcopji,1098_meatbehindtheribs,r eː r e k,r eː r e k,,,,1087,,,
mebengokre-920_throwplural-1,,mebengokre,920_throwplural,r ẽ,r ẽ,,,,1797,,,
mebengokre-920_throwplural-2,,mebengokre,920_throwplural,r ẽ ñ,r ẽ ñ,,,,1797,,,
apinaye-920_throwplural-1,,apinaye,920_throwplural,r ẽ,r ẽ,,,,1797,,,
apinaye-920_throwplural-2,,apinaye,920_throwplural,r ẽ ñ,r ẽ ñ,,,,1797,,,
kisedje-920_throwplural-1,,kisedje,920_throwplural,r ẽ,r ẽ,,,,1797,,,
kisedje-920_throwplural-2,,kisedje,920_throwplural,r ẽ n,r ẽ n,,,,1797,,,
tapayuna-920_throwplural-1,,tapayuna,920_throwplural,r ẽ,r ẽ,,,,1797,,,
tapayuna-920_throwplural-2,,tapayuna,920_throwplural,r ẽ j,r ẽ j,,,,1797,,,
parkateje-920_throwplural-1,,parkateje,920_throwplural,r ẽ,r ẽ,,,,1797,,,
parkateje-920_throwplural-2,,parkateje,920_throwplural,r ẽ n,r ẽ n,,,,1797,,,
canelakraho-920_throwplural-1,,canelakraho,920_throwplural,r ẽ,r ẽ,,,,1797,,,
canelakraho-920_throwplural-2,,canelakraho,920_throwplural,r ẽ n,r ẽ n,,,,1797,,,
gaviaopyhcopji-920_throwplural-1,,gaviaopyhcopji,920_throwplural,r ẽ,r ẽ,,,,1797,,,
gaviaopyhcopji-920_throwplural-2,,gaviaopyhcopji,920_throwplural,r ẽ n,r ẽ n,,,,1797,,,
mebengokre-432_tell-1,,mebengokre,432_tell,j a r ẽ,j a r ẽ,,,,1764,,,
mebengokre-432_tell-2,,mebengokre,432_tell,j a r ẽ ñ,j a r ẽ ñ,,,,1764,,,
apinaye-432_tell-1,,apinaye,432_tell,j a r ẽ,j a r ẽ,,,,1764,,,
apinaye-432_tell-2,,apinaye,432_tell,j a r ẽ ñ,j a r ẽ ñ,,,,1764,,,
kisedje-432_tell-1,,kisedje,432_tell,j a r ẽ,j a r ẽ,,,,1764,,,
