ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
xokleng-298_name-1,,xokleng,298_name,j ɨ j ɨ,j ɨ j ɨ,,,,1151,,,
xokleng-298_name-2,,xokleng,298_name,3 + ð + ɨ j ɨ,3 + ð + ɨ j ɨ,,,,1153,,,
ingain-789_meat-1,,ingain,789_meat,n ẽ,n ẽ,,,,1086,,,
kaingang-789_meat-1,,kaingang,789_meat,n ĩ,n ĩ,,,,1086,,,
xokleng-789_meat-1,,xokleng,789_meat,n ẽ,n ẽ,,,,1086,,,
ingain-207_hand-1,,ingain,207_hand,n ẽ + ŋ/g a u,n ẽ + ŋ/g a u,,,,801,,,
kaingang-969_washhands-1,,kaingang,969_washhands,n ĩ + p ɛ,n ĩ + p ɛ,,,,1922,,,
kaingang-840_point-1,,kaingang,840_point,n ĩ + j u,n ĩ + j u,,,,1323,,,
kaingang-207_hand-1,,kaingang,207_hand,n ĩ + ŋ/g ɛ,n ĩ + ŋ/g ɛ,,,,801,,,
xokleng-1180_indicator-1,,xokleng,1180_indicator,n ẽ + j u + j ɔ,n ẽ + j u + j ɔ,,,,900,,,
xokleng-207_hand-1,,xokleng,207_hand,n ẽ + ŋ/g a,n ẽ + ŋ/g a,,,,801,,,
kaingang-36_basket-1,,kaingang,36_basket,k ẽ j,k ẽ j,,,,138,,,
xokleng-36_basket-1,,xokleng,36_basket,k ã j,k ã j,,,,138,,,
ingain-1043_flyatypeof-1,,ingain,1043_flyatypeof,k ə,k ə,,,,688,,,
kaingang-1043_flyatypeof-1,,kaingang,1043_flyatypeof,k a,k a,,,,688,,,
xokleng-1158_blackfly-1,,xokleng,1158_blackfly,c ẽ + t ɔ + k ɔ,c ẽ + t ɔ + k ɔ,,,,211,,,
ingain-500_wood-1,,ingain,500_wood,k ə,k ə,,,,1980,,,
kaingang-459_tree-2,,kaingang,459_tree,k a,k a,,,,1849,,,
xokleng-459_tree-2,,xokleng,459_tree,k ɔ,k ɔ,,,,1849,,,
ingain-222_horn-1,,ingain,222_horn,n ĩ k ə,n ĩ k ə,,,,866,,,
kaingang-222_horn-1,,kaingang,222_horn,n ĩ k a,n ĩ k a,,,,866,,,
kaingang-222_horn-2,,kaingang,222_horn,k u k a,k u k a,,,,868,,,
xokleng-222_horn-1,,xokleng,222_horn,n ĩ k ɔ,n ĩ k ɔ,,,,866,,,
xokleng-222_horn-2,,xokleng,222_horn,k u k ɔ,k u k ɔ,,,,868,,,
ingain-60_bone-1,,ingain,60_bone,k u k ə,k u k ə,,,,228,,,
ingain-181_forehead-1,,ingain,181_forehead,k u k ə,k u k ə,,,,700,,,
ingain-494_wind-1,,ingain,494_wind,k a k ə,k a k ə,,,,1965,,,
kaingang-494_wind-1,,kaingang,494_wind,k õ k a,k õ k a,,,,1965,,,
kaingang-1049_caatinga-1,,kaingang,1049_caatinga,k ɨ,k ɨ,,,,283,,,
kaingang-1228_turtletypeof-1,,kaingang,1228_turtletypeof,k ɨ,k ɨ,,,,1861,,,
kaingang-1265_sweettypeof-1,,kaingang,1265_sweettypeof,k ɨ,k ɨ,,,,1729,,,
xokleng-1049_caatinga-1,,xokleng,1049_caatinga,k ɨ,k ɨ,,,,283,,,
xokleng-1228_turtletypeof-1,,xokleng,1228_turtletypeof,k ɨ,k ɨ,,,,1861,,,
xokleng-1265_sweettypeof-1,,xokleng,1265_sweettypeof,k ɨ,k ɨ,,,,1729,,,
ingain-267_lip-1,,ingain,267_lip,j ɛ t + k ə,j ɛ t + k ə,,,,1007,,,
kaingang-267_lip-1,,kaingang,267_lip,j ẽ n/k ɨ,j ẽ n/k ɨ,,,,1008,,,
xokleng-267_lip-1,,xokleng,267_lip,j ã n/k ɨ,j ã n/k ɨ,,,,1008,,,
ingain-295_mouth-1,,ingain,295_mouth,j ɛ t + k a u,j ɛ t + k a u,,,,1130,,,
kaingang-295_mouth-1,,kaingang,295_mouth,j õ n/k õ,j õ n/k õ,,,,1128,,,
xokleng-295_mouth-1,,xokleng,295_mouth,ð + ã n/k a,ð + ã n/k a,,,,1133,,,
kaingang-391_sky-2,,kaingang,391_sky,k a ɲ/k õ,k a ɲ/k õ,,,,1564,,,
xokleng-391_sky-1,,xokleng,391_sky,k ɔ ɲ/k a,k ɔ ɲ/k a,,,,1564,,,
xokleng-121_dig-1,,xokleng,121_dig,k a,k a,,,,501,,,
ingain-139_eat-1,,ingain,139_eat,k u,k u,,,,560,,,
kaingang-139_eat-1,,kaingang,139_eat,k ɔ,k ɔ,,,,560,,,
xokleng-139_eat-1,,xokleng,139_eat,k ɔ,k ɔ,,,,560,,,
kaingang-94_cloud-1,,kaingang,94_cloud,ŋ/g ɔ ŋ,ŋ/g ɔ ŋ,,,,366,,,
xokleng-94_cloud-1,,xokleng,94_cloud,ŋ/g u ŋ,ŋ/g u ŋ,,,,366,,,
ingain-421_stone-1,,ingain,421_stone,k ẽ ɾ,k ẽ ɾ,,,,1691,,,
kaingang-414_split-1,,kaingang,414_split,k ɛ ɲ,k ɛ ɲ,,,,1650,,,
kaingang-78_canoe-1,,kaingang,78_canoe,k õ k ɛ ɲ,k õ k ɛ ɲ,,,,290,,,
xokleng-78_canoe-1,,xokleng,78_canoe,k a k ɛ ɲ,k a k ɛ ɲ,,,,290,,,
ingain-523_pity-2,,ingain,523_pity,k ə k i,k ə k i,,,,1305,,,
ingain-205_hair-1,,ingain,205_hair,k ə k i,k ə k i,,,,795,,,
ingain-145_eyebrow-2,,ingain,145_eyebrow,k ə n/d a + k i,k ə n/d a + k i,,,,610,,,
kaingang-205_hair-1,,kaingang,205_hair,k ɨ k i,k ɨ k i,,,,795,,,
kaingang-523_pity-3,,kaingang,523_pity,k ɨ k i,k ɨ k i,,,,1305,,,
xokleng-205_hair-1,,xokleng,205_hair,k ə k i,k ə k i,,,,795,,,
ingain-90_child-1,,ingain,90_child,k ɾ a,k ɾ a,,,,340,,,
kaingang-90_child-1,,kaingang,90_child,k ɾ ẽ,k ɾ ẽ,,,,340,,,
xokleng-90_child-1,,xokleng,90_child,k l ã,k l ã,,,,340,,,
ingain-210_head-1,,ingain,210_head,k ɾ ẽ,k ɾ ẽ,,,,819,,,
kaingang-210_head-1,,kaingang,210_head,k ɾ ĩ,k ɾ ĩ,,,,819,,,
xokleng-210_head-1,,xokleng,210_head,k l ẽ,k l ẽ,,,,819,,,
ingain-253_knee-1,,ingain,253_knee,j ə k ɾ ẽ,j ə k ɾ ẽ,,,,958,,,
kaingang-253_knee-1,,kaingang,253_knee,j a k ɾ ĩ,j a k ɾ ĩ,,,,958,,,
xokleng-253_knee-1,,xokleng,253_knee,j ɔ k l ẽ,j ɔ k l ẽ,,,,958,,,
ingain-38_beak-1,,ingain,38_beak,n ĩ t k ɾ a ɾ,n ĩ t k ɾ a ɾ,,,,156,,,
kaingang-219_hole-1,,kaingang,219_hole,k ɾ ɛ,k ɾ ɛ,,,,854,,,
xokleng-219_hole-1,,xokleng,219_hole,k l ɛ,k l ɛ,,,,854,,,
kaingang-1260_plant-1,,kaingang,1260_plant,k ɾ ɛ,k ɾ ɛ,,,,1314,,,
kaingang-905_plantation-1,,kaingang,905_plantation,ẽ + k ɾ ɛ,ẽ + k ɾ ɛ,,,,1315,,,
kaingang-905_plantation-2,,kaingang,905_plantation,j a + k ɾ ɛ,j a + k ɾ ɛ,,,,1315,,,
xokleng-1260_plant-1,,xokleng,1260_plant,k l a + n,k l a + n,,,,1314,,,
ingain-438_thigh-1,,ingain,438_thigh,k ɾ ɛ,k ɾ ɛ,,,,1773,,,
kaingang-438_thigh-1,,kaingang,438_thigh,k ɾ ɛ,k ɾ ɛ,,,,1773,,,
xokleng-438_thigh-1,,xokleng,438_thigh,k l ɛ,k l ɛ,,,,1773,,,
kaingang-942_punch-1,,kaingang,942_punch,ŋ ə̃,ŋ ə̃,,,,1356,,,
kaingang-1036_thresh-1,,kaingang,1036_thresh,ŋ ə̃,ŋ ə̃,,,,1790,,,
ingain-274_louse-1,,ingain,274_louse,ŋ/g ə,ŋ/g ə,,,,1050,,,
ingain-1459_drill-1,,ingain,1459_drill,ĵ u + ŋ/g ə,ĵ u + ŋ/g ə,,,,531,,,
kaingang-274_louse-1,,kaingang,274_louse,ŋ/g a,ŋ/g a,,,,1050,,,
xokleng-274_louse-1,,xokleng,274_louse,ŋ/g ɔ,ŋ/g ɔ,,,,1050,,,
kaingang-136_earth-1,,kaingang,136_earth,ŋ/g a,ŋ/g a,,,,557,,,
xokleng-136_earth-1,,xokleng,136_earth,ŋ/g ɔ,ŋ/g ɔ,,,,557,,,
kaingang-478_water-1,,kaingang,478_water,ŋ/g ɔ j,ŋ/g ɔ j,,,,1925,,,
xokleng-478_water-1,,xokleng,478_water,ŋ/g ɔ j,ŋ/g ɔ j,,,,1925,,,
kaingang-1328_press-1,,kaingang,1328_press,ŋ ũ,ŋ ũ,,,,1343,,,
kaingang-368_rub-1,,kaingang,368_rub,ŋ ũ,ŋ ũ,,,,1449,,,
kaingang-946_mill-1,,kaingang,946_mill,ŋ ũ,ŋ ũ,,,,1101,,,
ingain-188_fur-1,,ingain,188_fur,ŋ/g a u ɲ,ŋ/g a u ɲ,,,,715,,,
kaingang-205_hair-2,,kaingang,205_hair,ŋ õ ɲ,ŋ õ ɲ,,,,797,,,
xokleng-849_mane-1,,xokleng,849_mane,ŋ/g a ɲ,ŋ/g a ɲ,,,,1071,,,
kaingang-1255_insert-1,,kaingang,1255_insert,ŋ/g ɛ,ŋ/g ɛ,,,,906,,,
xokleng-1255_insert-1,,xokleng,1255_insert,ŋ/g ɛ,ŋ/g ɛ,,,,906,,,
ingain-458_toucan-1,,ingain,458_toucan,ŋ/g ɾ a u,ŋ/g ɾ a u,,,,1836,,,
kaingang-458_toucan-1,,kaingang,458_toucan,ŋ ɾ ũ,ŋ ɾ ũ,,,,1834,,,
xokleng-458_toucan-1,,xokleng,458_toucan,ŋ l ũ,ŋ l ũ,,,,1834,,,
ingain-784_genital-1,,ingain,784_genital,n/g ɾ ɛ,n/g ɾ ɛ,,,,723,,,
ingain-141_egg-1,,ingain,141_egg,n/g ɾ ɛ,n/g ɾ ɛ,,,,573,,,
kaingang-329_penis-1,,kaingang,329_penis,ŋ/g ɾ ɛ,ŋ/g ɾ ɛ,,,,1275,,,
xokleng-784_genital-1,,xokleng,784_genital,ŋ/g l ɛ,ŋ/g l ɛ,,,,723,,,
kaingang-115_dance-1,,kaingang,115_dance,ŋ/g ɾ ɛ + n,ŋ/g ɾ ɛ + n,,,,464,,,
kaingang-115_dance-2,,kaingang,115_dance,ŋ/g ɾ ɛ + n,ŋ/g ɾ ɛ + n,,,,464,,,
xokleng-115_dance-1,,xokleng,115_dance,ŋ/g l ɛ,ŋ/g l ɛ,,,,464,,,
xokleng-115_dance-2,,xokleng,115_dance,ŋ/g l ɛ,ŋ/g l ɛ,,,,464,,,
kaingang-397_small-1,,kaingang,397_small,ŋ/g ɾ ɛ,ŋ/g ɾ ɛ,,,,1582,,,
xokleng-397_small-1,,xokleng,397_small,ŋ/g l ɛ,ŋ/g l ɛ,,,,1582,,,
kaingang-670_packup-1,,kaingang,670_packup,ŋ ɾ ĩ,ŋ ɾ ĩ,,,,1220,,,
kaingang-1211_avoid-1,,kaingang,1211_avoid,ŋ ɾ ĩ n,ŋ ɾ ĩ n,,,,97,,,
xokleng-670_packup-1,,xokleng,670_packup,ŋ l ẽ,ŋ l ẽ,,,,1220,,,
xokleng-1211_avoid-1,,xokleng,1211_avoid,ŋ l ẽ,ŋ l ẽ,,,,97,,,
ingain-392_sleep-1,,ingain,392_sleep,n ũ ɾ,n ũ ɾ,,,,1567,,,
kaingang-392_sleep-1,,kaingang,392_sleep,n ũ ɾ,n ũ ɾ,,,,1567,,,
xokleng-392_sleep-1,,xokleng,392_sleep,n ũ l,n ũ l,,,,1567,,,
panara-938_killpl-1,,panara,938_killpl,p a ɾ ĭ,p a ɾ ĭ,,,,952,,,
panara-180_foot-1,,panara,180_foot,p aː,p aː,,,,696,,,
panara-1385_jirau-1,,panara,1385_jirau,p a j,p a j,,,,934,,,
panara-11_arm-1,,panara,11_arm,p a,p a,,,,67,,,
panara-1209_cane-1,,panara,1209_cane,p ɔ,p ɔ,,,,289,,,
panara-1348_light-1,,panara,1348_light,p ɔ,p ɔ,,,,995,,,
panara-1243_piercepl-1,,panara,1243_piercepl,s-apɔ~pɔ,s-apɔ~pɔ,,,,1293,,,
panara-1348_light-2,,panara,1348_light,p uː,p uː,,,,996,,,
xavante-11_arm-1,,xavante,11_arm,p a n n õ,p a n n õ,,,,67,,,
xavante-11_arm-2,,xavante,11_arm,p a j h i,p a j h i,,,,67,,,
xavante-1209_cane-1,,xavante,1209_cane,b u,b u,,,,289,,,
xavante-656_wrap-1,,xavante,656_wrap,ʔ u b u,ʔ u b u,,,,1987,,,
xavante-17_arrow-1,,xavante,17_arrow,p ɔ ʔ ɔ,p ɔ ʔ ɔ,,,,84,,,
xavante-17_arrow-2,,xavante,17_arrow,p ɔ,p ɔ,,,,84,,,
xavante-613_remember-1,,xavante,613_remember,p ɔ ʔ ɾ ɛ p u ɾ u,p ɔ ʔ ɾ ɛ p u ɾ u,,,,1402,,,
xavante-334_pierce-1,,xavante,334_pierce,p ɔ ʔ ɾ ɛ p u ʔ u,p ɔ ʔ ɾ ɛ p u ʔ u,,,,1292,,,
xavante-334_pierce-2,,xavante,334_pierce,ĵ a p u ʔ u,ĵ a p u ʔ u,,,,1292,,,
xavante-334_pierce-3,,xavante,334_pierce,ĵ a p u,ĵ a p u,,,,1292,,,
xavante-166_firewood-1,,xavante,166_firewood,m ĩ m ĩ,m ĩ m ĩ,,,,663,,,
xavante-166_firewood-2,,xavante,166_firewood,m ĩ,m ĩ,,,,663,,,
xavante-938_killpl-1,,xavante,938_killpl,p ə̃ ɾ ĩ,p ə̃ ɾ ĩ,,,,952,,,
xavante-938_killpl-2,,xavante,938_killpl,p ə,p ə,,,,952,,,
xavante-180_foot-1,,xavante,180_foot,p a ɾ a,p a ɾ a,,,,696,,,
xavante-180_foot-2,,xavante,180_foot,p aː ɾ a,p aː ɾ a,,,,696,,,
xavante-519_fart-1,,xavante,519_fart,p i,p i,,,,620,,,
xavante-519_fart-2,,xavante,519_fart,p i ɾ i,p i ɾ i,,,,620,,,
xavante-364_root-1,,xavante,364_root,w ɛ d ɛ p a,w ɛ d ɛ p a,,,,1436,,,
xavante-1327_garden-1,,xavante,1327_garden,b u ɾ u,b u ɾ u,,,,718,,,
xavante-1327_garden-2,,xavante,1327_garden,b uː ɾ u,b uː ɾ u,,,,718,,,
xavante-1469_leavepl-1,,xavante,1469_leavepl,p u c i,p u c i,,,,978,,,
xavante-1521_stalk-1,,xavante,1521_stalk,w aː b u,w aː b u,,,,1659,,,
xavante-710_finish-1,,xavante,710_finish,p a,p a,,,,655,,,
xavante-710_finish-2,,xavante,710_finish,p a ɾ i,p a ɾ i,,,,655,,,
xavante-892_touch-1,,xavante,892_touch,ʔ u p i,ʔ u p i,,,,1838,,,
xavante-899_work-1,,xavante,899_work,a p p i,a p p i,,,,1983,,,
xavante-899_work-2,,xavante,899_work,ɲ ĩ p p i,ɲ ĩ p p i,,,,1983,,,
xavante-635_annatto-1,,xavante,635_annatto,b ə j,b ə j,,,,54,,,
xavante-635_annatto-2,,xavante,635_annatto,b ə,b ə,,,,54,,,
xerente-699_flat-1,,xerente,699_flat,p ɔ,p ɔ,,,,674,,,
xerente-877_beijuwithmeat-1,,xerente,877_beijuwithmeat,w ə ɾ k b u,w ə ɾ k b u,,,,177,,,
xerente-11_arm-1,,xerente,11_arm,p a j n õ,p a j n õ,,,,67,,,
xerente-364_root-1,,xerente,364_root,p a k ɾ t a,p a k ɾ t a,,,,1437,,,
xerente-364_root-2,,xerente,364_root,p a k ɾ d a,p a k ɾ d a,,,,1437,,,
xerente-334_pierce-1,,xerente,334_pierce,p u ɾ u,p u ɾ u,,,,1292,,,
xerente-334_pierce-2,,xerente,334_pierce,p u k u,p u k u,,,,1292,,,
xerente-1320_preach-1,,xerente,1320_preach,z a p u k,z a p u k,,,,1340,,,
xerente-166_firewood-1,,xerente,166_firewood,m m ĩ,m m ĩ,,,,663,,,
xerente-938_killpl-1,,xerente,938_killpl,p ə̃ ɾ,p ə̃ ɾ,,,,952,,,
xerente-938_killpl-2,,xerente,938_killpl,p ə,p ə,,,,952,,,
xerente-180_foot-1,,xerente,180_foot,p a ɾ a,p a ɾ a,,,,696,,,
xerente-364_root-3,,xerente,364_root,w d ɛ p a,w d ɛ p a,,,,1436,,,
xerente-1327_garden-1,,xerente,1327_garden,b ɾ u,b ɾ u,,,,718,,,
xerente-1469_leavepl-1,,xerente,1469_leavepl,p u,p u,,,,978,,,
xerente-1469_leavepl-2,,xerente,1469_leavepl,p u s,p u s,,,,978,,,
xerente-1521_stalk-1,,xerente,1521_stalk,w a b u,w a b u,,,,1659,,,
xerente-710_finish-1,,xerente,710_finish,p a ɾ,p a ɾ,,,,655,,,
xerente-710_finish-2,,xerente,710_finish,p a,p a,,,,655,,,
xerente-892_touch-1,,xerente,892_touch,k u p i,k u p i,,,,1838,,,
xerente-899_work-1,,xerente,899_work,n ĩ p i,n ĩ p i,,,,1984,,,
xerente-635_annatto-1,,xerente,635_annatto,b ə,b ə,,,,54,,,
xerente-1467_ember-1,,xerente,1467_ember,p ɾ ɛ,p ɾ ɛ,,,,580,,,
panara-474_want-1,,panara,474_want,p j ə̃ n i,p j ə̃ n i,,,,1911,,,
xavante-522_hunger-1,,xavante,522_hunger,m ɾ ə̃ m,m ɾ ə̃ m,,,,878,,,
xavante-522_hunger-2,,xavante,522_hunger,m ɾ ə,m ɾ ə,,,,878,,,
xerente-522_hunger-1,,xerente,522_hunger,m ɾ ə̃ m,m ɾ ə̃ m,,,,878,,,
xerente-522_hunger-2,,xerente,522_hunger,m ɾ ə,m ɾ ə,,,,878,,,
xerente-1160_pium-1,,xerente,1160_pium,m ɾ ə̃ m ɾ ɛ,m ɾ ə̃ m ɾ ɛ,,,,1309,,,
panara-361_road-1,,panara,361_road,p j u,p j u,,,,1427,,,
xavante-493_wife-1,,xavante,493_wife,m ɾ õ,m ɾ õ,,,,1958,,,
xerente-493_wife-1,,xerente,493_wife,m ɾ õ,m ɾ õ,,,,1958,,,
panara-448_tie-1,,panara,448_tie,t i n á p ɾ é,t i n á p ɾ é,,,,1808,,,
xavante-448_tie-1,,xavante,448_tie,w a p ɾ ɛ,w a p ɾ ɛ,,,,1808,,,
xavante-598_talk-1,,xavante,598_talk,m ɾ ẽ m ẽ,m ɾ ẽ m ẽ,,,,1746,,,
xavante-598_talk-2,,xavante,598_talk,m ɾ ẽː m ẽ,m ɾ ẽː m ẽ,,,,1746,,,
xerente-598_talk-1,,xerente,598_talk,m ɾ m ẽ,m ɾ m ẽ,,,,1746,,,
panara-270_liver-1,,panara,270_liver,ĩ m p a,ĩ m p a,,,,1024,,,
xavante-270_liver-1,,xavante,270_liver,p a,p a,,,,1024,,,
xerente-270_liver-1,,xerente,270_liver,p a,p a,,,,1024,,,
xavante-211_hear-1,,xavante,211_hear,w a p a,w a p a,,,,826,,,
xavante-211_hear-2,,xavante,211_hear,w a p a ɾ i,w a p a ɾ i,,,,826,,,
xavante-850_showinterest-1,,xavante,850_showinterest,ĵ a p a ʔ a,ĵ a p a ʔ a,,,,1542,,,
panara-211_hear-1,,panara,211_hear,ĩ m p a ɾ i,ĩ m p a ɾ i,,,,826,,,
xerente-211_hear-1,,xerente,211_hear,w a p a,w a p a,,,,826,,,
xerente-211_hear-2,,xerente,211_hear,w a p a ɾ i,w a p a ɾ i,,,,826,,,
xerente-474_want-1,,xerente,474_want,z a p k a,z a p k a,,,,1912,,,
xerente-474_want-2,,xerente,474_want,d a p a k a,d a p a k a,,,,1913,,,
panara-156_fear-1,,panara,156_fear,s ũ m p a,s ũ m p a,,,,637,,,
xavante-156_fear-1,,xavante,156_fear,p i p a,p i p a,,,,637,,,
xerente-156_fear-1,,xerente,156_fear,p i p a,p i p a,,,,637,,,
panara-40_beard-1,,panara,40_beard,s a p ə̃ n s ɛ,s a p ə̃ n s ɛ,,,,160,,,
panara-40_beard-2,,panara,40_beard,ç á m p a n c ɛ,ç á m p a n c ɛ,,,,160,,,
panara-661_mustache-1,,panara,661_mustache,ç a p a n c ɛ,ç a p a n c ɛ,,,,1146,,,
panara-864_dat-1,,panara,864_dat,m ə̃,m ə̃,,,,479,,,
xavante-864_dat-1,,xavante,864_dat,m ə̃,m ə̃,,,,479,,,
xerente-864_dat-1,,xerente,864_dat,m ə̃,m ə̃,,,,479,,,
xavante-964_ema-1,,xavante,964_ema,m ə̃ j,m ə̃ j,,,,578,,,
xavante-964_ema-2,,xavante,964_ema,m ə̃,m ə̃,,,,578,,,
xerente-964_ema-1,,xerente,964_ema,m ə̃,m ə̃,,,,578,,,
xavante-963_care-1,,xavante,963_care,ĵ a m ə,ĵ a m ə,,,,298,,,
xavante-963_care-2,,xavante,963_care,ĵ a m ə̃ ɾ ĩ,ĵ a m ə̃ ɾ ĩ,,,,298,,,
xerente-963_care-1,,xerente,963_care,z a m ə̃ ɾ ĩ,z a m ə̃ ɾ ĩ,,,,298,,,
panara-1458_loadsg-1,,panara,1458_loadsg,nan,nan,,,,1031,,,
xavante-1561_loaddu-1,,xavante,1561_loaddu,ʔ w a p ɛ,ʔ w a p ɛ,,,,1030,,,
xavante-1458_loadsg-1,,xavante,1458_loadsg,ʔ w a p ɛ j,ʔ w a p ɛ j,,,,1032,,,
xavante-1458_loadsg-2,,xavante,1458_loadsg,ʔ w a p ɛ,ʔ w a p ɛ,,,,1032,,,
xerente-924_grabsg-1,,xerente,924_grabsg,k w a p ɛ,k w a p ɛ,,,,764,,,
panara-279_man-1,,panara,279_man,ĩ m p ɨ,ĩ m p ɨ,,,,1069,,,
panara-430_tail-1,,panara,430_tail,s ə̃ m p ɨ,s ə̃ m p ɨ,,,,1740,,,
xavante-430_tail-1,,xavante,430_tail,m ə̃ n ə̃,m ə̃ n ə̃,,,,1741,,,
xavante-430_tail-2,,xavante,430_tail,b ə,b ə,,,,1740,,,
xerente-430_tail-1,,xerente,430_tail,m n ə̃,m n ə̃,,,,1741,,,
xerente-430_tail-2,,xerente,430_tail,b ə,b ə,,,,1740,,,
panara-748_time-1,,panara,748_time,ĩ m p ɨ t i,ĩ m p ɨ t i,,,,1812,,,
xavante-425_sun-1,,xavante,425_sun,b ə t ə,b ə t ə,,,,1714,,,
xavante-425_sun-2,,xavante,425_sun,b əː d ə,b əː d ə,,,,1714,,,
xerente-425_sun-1,,xerente,425_sun,b t ə,b t ə,,,,1714,,,
xerente-425_sun-2,,xerente,425_sun,b d ə,b d ə,,,,1714,,,
panara-119_deer-1,,panara,119_deer,ĩ m p ɔ,ĩ m p ɔ,,,,491,,,
xavante-119_deer-1,,xavante,119_deer,p ɔː,p ɔː,,,,491,,,
xerente-119_deer-1,,xerente,119_deer,p ɔ,p ɔ,,,,491,,,
panara-565_gopl-1,,panara,565_gopl,m õ ɾ i,m õ ɾ i,,,,756,,,
xavante-565_gopl-1,,xavante,565_gopl,m õ,m õ,,,,756,,,
xavante-565_gopl-2,,xavante,565_gopl,m õ ɾ ĩ,m õ ɾ ĩ,,,,756,,,
xerente-565_gopl-1,,xerente,565_gopl,m õ,m õ,,,,756,,,
xerente-565_gopl-2,,xerente,565_gopl,m õ ɾ,m õ ɾ,,,,756,,,
xavante-256_lake-1,,xavante,256_lake,p u ʔ u,p u ʔ u,,,,964,,,
xavante-256_lake-2,,xavante,256_lake,p u,p u,,,,964,,,
xerente-256_lake-1,,xerente,256_lake,p k u,p k u,,,,964,,,
panara-273_look-1,,panara,273_look,s ə̃ m p ũ ŋ,s ə̃ m p ũ ŋ,,,,1043,,,
xavante-273_look-1,,xavante,273_look,p i b u,p i b u,,,,1044,,,
xavante-273_look-2,,xavante,273_look,p i b u j,p i b u j,,,,1044,,,
xavante-273_look-3,,xavante,273_look,p i b u,p i b u,,,,1044,,,
xavante-273_look-4,,xavante,273_look,ĵ a b u,ĵ a b u,,,,1043,,,
xavante-273_look-5,,xavante,273_look,ĵ a b u j,ĵ a b u j,,,,1043,,,
xavante-273_look-6,,xavante,273_look,ĵ a b u,ĵ a b u,,,,1043,,,
xerente-273_look-1,,xerente,273_look,p i b u,p i b u,,,,1044,,,
xerente-273_look-2,,xerente,273_look,z a b u,z a b u,,,,1043,,,
panara-933_backofthehead-1,,panara,933_backofthehead,ĩ m p u t ĭ,ĩ m p u t ĭ,,,,109,,,
xavante-302_neck-1,,xavante,302_neck,b u t u,b u t u,,,,1160,,,
xavante-302_neck-2,,xavante,302_neck,b uː d u,b uː d u,,,,1160,,,
xerente-302_neck-1,,xerente,302_neck,b d u,b d u,,,,1160,,,
panara-1239_true-1,,panara,1239_true,ĩ m p ɛ,ĩ m p ɛ,,,,1851,,,
xavante-1485_heal-1,,xavante,1485_heal,p ɛ c ɛ,p ɛ c ɛ,,,,824,,,
xavante-1485_heal-2,,xavante,1485_heal,p ɛ,p ɛ,,,,824,,,
xerente-194_good-1,,xerente,194_good,p s ɛ,p s ɛ,,,,758,,,
xerente-194_good-2,,xerente,194_good,p ɛ s,p ɛ s,,,,758,,,
xerente-194_good-3,,xerente,194_good,p ɛ,p ɛ,,,,758,,,
panara-581_du-1,,panara,581_du,m ẽ,m ẽ,,,,547,,,
xavante-1445_pl-1,,xavante,1445_pl,m ẽ,m ẽ,,,,1310,,,
xerente-1445_pl-1,,xerente,1445_pl,m ẽ,m ẽ,,,,1310,,,
panara-1210_pitchsg-1,,panara,1210_pitchsg,m ẽ ɲ,m ẽ ɲ,,,,1302,,,
panara-1210_pitchsg-2,,panara,1210_pitchsg,m ẽː ɾ i,m ẽː ɾ i,,,,1302,,,
xavante-1210_pitchsg-1,,xavante,1210_pitchsg,m ẽ j,m ẽ j,,,,1302,,,
xavante-1210_pitchsg-2,,xavante,1210_pitchsg,m ẽ,m ẽ,,,,1302,,,
xerente-1210_pitchsg-1,,xerente,1210_pitchsg,m ẽ,m ẽ,,,,1302,,,
panara-220_honey-1,,panara,220_honey,n ə̃ m p ẽ ŋ,n ə̃ m p ẽ ŋ,,,,858,,,
xavante-1229_mel-1,,xavante,1229_mel,p ĩ n ĩ,p ĩ n ĩ,,,,1089,,,
xavante-1229_mel-2,,xavante,1229_mel,nan,nan,,,,1090,,,
xavante-529_liquid-1,,xavante,529_liquid,ʔ u j p ĩ n ĩ,ʔ u j p ĩ n ĩ,,,,1014,,,
xavante-529_liquid-2,,xavante,529_liquid,nan,nan,,,,1015,,,
xerente-607_rheum-1,,xerente,607_rheum,t ɔ p i,t ɔ p i,,,,1408,,,
xerente-652_purehoney-1,,xerente,652_purehoney,k ɛ p i,k ɛ p i,,,,1359,,,
xerente-529_liquid-1,,xerente,529_liquid,k u j p i,k u j p i,,,,1014,,,
panara-231_husband-1,,panara,231_husband,ĩ m p ĩ m p j ə,ĩ m p ĩ m p j ə,,,,887,,,
xavante-897_walksg-1,,xavante,897_walksg,p ɾ a b a,p ɾ a b a,,,,1909,,,
xavante-897_walksg-2,,xavante,897_walksg,ʔ m ə̃ p ɾ a,ʔ m ə̃ p ɾ a,,,,1909,,,
xavante-897_walksg-3,,xavante,897_walksg,ʔ m ə̃ p ɾ a b a,ʔ m ə̃ p ɾ a b a,,,,1909,,,
xerente-115_dance-1,,xerente,115_dance,p ɾ b a,p ɾ b a,,,,467,,,
xerente-115_dance-2,,xerente,115_dance,p ɾ a b,p ɾ a b,,,,468,,,
xerente-897_walksg-1,,xerente,897_walksg,k m ə̃ p ɾ a,k m ə̃ p ɾ a,,,,1909,,,
